DROP_REASON,Domain,Name,Industry Groups,Keywords,Description,Social URLs,Score,Employees,Similarity,Start Date,Street,City,State,Zip,Country,Phones,Public Emails,Redirect Domain,Update Date
low similarity (89) in 1-10 band,copperwoodcap.com,Copperwood Capital,"FINANCIAL_SERVICES:0.94, BUSINESS_PRODUCTS_AND_SERVICES:0.05","invoice factoring:0.59, factoring contractors:0.55, invoice funded:0.54, expenses copperwood:0.53, fund invoices:0.53, provide invoice:0.52, contractors infrastructure:0.52, contractors copperwood:0.52, telecom contractors:0.51, oilfield logistics:0.45, financing manufacturing:0.44, factoring telecoms:0.43, pay industries:0.42, services manufacturing:0.41, cash flow:0.4","Copperwood Capital provides invoice factoring solutions for businesses in industries such as telecom infrastructure, oilfield services, and manufacturing. Their main functionality is to help contractors quickly convert unpaid invoices into cash, often on the same day, allowing them to pay bills, cover payroll, and manage projects efficiently. Key features include a streamlined process for sending invoicing, flexible financing options without upfront fees, and support from account managers who understand each business's unique needs.",,141,1-10,89,2017-04-25,1127 Second Street,Corpus Christi,TX,78404,US,"+13615899719, +13612176174, +13612710366, +13613173111, +13613603607, +13613603608, +13613717105, +13613717106, +13614800895, +13617171477","jorge@copperwoodcap.com, yaxaira@copperwoodcap.com, jasmine@copperwoodcap.com, marisa@copperwoodcap.com, kevin@copperwoodcap.com, felishia@copperwoodcap.com, jason@copperwoodcap.com, yzabella@copperwoodcap.com, info@copperwoodcap.com, matt@copperwoodcap.com",,2026-04-07
low similarity (89) in 11-50 band,acceleratedpayments.com,Invoice Finance,FINANCIAL_SERVICES:1.0,"funded invoices:0.68, funding invoice:0.64, invoice financing:0.64, invoice finance:0.64, invoices funded:0.63, banks invoice:0.63, simply invoices:0.62, client invoices:0.61, choose invoices:0.61, invoices processed:0.6, selective invoice:0.59, apply invoice:0.58, contracts invoice:0.58, control cashflow:0.51, accelerate payments:0.49","Simply Done is a service that helps businesses accelerate the payment of their outstanding invoices. It offers quick funding solutions by allowing clients to select and choose specific invoicing they wish to fund, without long-term contracts or hidden fees. The platform automates the application, approval, and payment process, enabling businesses to quickly release working capital to support growth and operational needs. Additionally, it supports international trade companies with extended payment terms and provides tailored financing options for small businesses and large multinationals.","https://www.linkedin.com/company/accelerated-payments-ltd, https://www.linkedin.com/company/acceleratedpayment, https://twitter.com/accpayments",425,11-50,89,2016-12-14,,Orlando,FL,32801,US,"+14072057053, +14378863536, +35315543940, +353761104800, +442031805940",info@acceleratedpayments.com,,2026-04-03
low similarity (89) in 11-50 band,invoice-factoring.org,Invoice Factoring,FINANCIAL_SERVICES:1.0,"factoring loan:0.58, factoring typically:0.58, business factoring:0.58, payment factoring:0.57, factoring provides:0.56, invoice factoring:0.55, factoring companies:0.55, freelance factoring:0.53, factoring fees:0.52, factoring funding:0.52, trucking factoring:0.52, debt factoring:0.52, advertised factoring:0.51, reviews factoring:0.49, biz2credit factoring:0.46","Invoice Factoring is a funding service that helps small businesses quickly access immediate cash flow by selling their outstanding invoices to third-party factoring companies. The process involves waiting for payment, which typically amounts to around 30, 60, or 90 days, and the company handles the collection of these invoiced while providing upfront payments with a low interest rate of about 90%. This approach aims to improve operational efficiency, reduce debt, and enhance cash flow without incurring any associated costs.",,77,11-50,89,2018-04-18,,Phoenix,AZ,85001,US,,,,2026-03-21
low similarity (89) in 11-50 band,contractcredit.com,"Contract Credit, Inc",FINANCIAL_SERVICES:1.0,"contractors factoring:0.69, invoice factoring:0.64, factoring companies:0.53, construction contracts:0.52, factoring services:0.51, contract funding:0.5, federal contractor:0.49, federal contracting:0.49, contract credit:0.48, contractors convert:0.47, contractors speed:0.47, contractors use:0.46, pay suppliers:0.42, receivable funding:0.42, receivable factoring:0.41","Contract Credit, Inc. is a financial services company that provides invoice factoring and financing solutions for various industries, including construction contractors, government contractors, and produce companies. Their main functionality is to help businesses convert their sales on credit terms for immediate cash flow, with funding typically completed within 3-5 days. Key features include customized rates, flexible approval processes, and the ability to fund multiple projects while ensuring quick access to capital for ongoing operations.",https://www.linkedin.com/company/contract-credit-inc,123,11-50,89,2020-06-13,6500 River Place Blvd,Austin,TX,78730,US,"+15128286390, +18335910427, +18008286390","raul@contractcredit.com, servcing@contractcredit.com",,2026-04-02
low similarity (89) in 1-10 band,tfcfactoring.com,Transportation Finance Corp.,FINANCIAL_SERVICES:1.0,"transportation finance:0.49, buy truck:0.48, truck web:0.46, factoring service:0.45, finance corp:0.44, decker business:0.41, mckenzie business:0.41, cargo insurance:0.39, customers fuel:0.39, fast services:0.37, included llc:0.36, quick funding:0.35, number invoicing:0.33, fees hidden:0.33, tfcfactoring com:0.31","Transportation Finance Corp. (TFC) offers factoring services for trucking companies to help secure funding quickly and efficiently. Their main functionality includes providing instant financing quotes, instant pre-approval, and 24/7 customer support. TFC also offers additional services such as Authority-Licensing Corporation applications, billing, accounting, and fuel cards, all aimed at simplifying the financing process for clients.","https://www.facebook.com/tfcfactoring, https://twitter.com/tfc11710180",83,1-10,89,2019-03-09,14007 S Bell Rd,Homer Glen,IL,60491,US,"+16308522228, +18888107888","info@tfcfactoring.com, asta@tfcfactoring.com",,2026-04-12
low similarity (89) in 11-50 band,advantagebusinesscapital.com,Advantage Business Capital,FINANCIAL_SERVICES:1.0,"business financing:0.62, advantage business:0.54, lending abl:0.53, advantage bank:0.52, financing solutions:0.51, business expansion:0.5, lending asset:0.5, capital advantage:0.5, solutions businesses:0.47, growing companies:0.46, factors advantage:0.46, bank factors:0.44, capital client:0.43, partner asset:0.42, invoice factoring:0.4","Advantage Business Capital offers asset-based lending (ABL) and invoice factoring services to help businesses with their working capital needs. Their main functionality includes providing tailored financing solutions for nearly bankable and bankable clients, as well as specialized accounts receivable financing. Key features include a streamlined process for managing accounts receivables, a focus on understanding client goals and challenges, and a commitment to high availability of funds without relying on external sources. They cater to various industries, including energy, manufacturing, and transportation, and also offer additional financial services such as point-of-sale financing and milestone billing.",https://www.linkedin.com/company/advantage-business-capital,77,11-50,89,2019-01-13,4605 Post Oak Pl Dr,Houston,TX,77027,US,"+18324852385, +15125271100, +19155986800, +15125271142, +17136230021, +18002923441, +18324852386, +18324852388, +18324852395, +18327825215, +18327825219, +19725108886","bkincaid@cbhou.com, info@farwestcapital.com, wcoker@cbhou.com, davidp@farwestcapital.com, davidm@cbhou.com, mtiggeloven@cbhou.com, bbaird@cbhou.com, fvargas@cbhou.com, advantage@cbhou.com",,2026-04-15
low similarity (89) in 11-50 band,conceptfinancial.com,Concept Financial Group,FINANCIAL_SERVICES:1.0,"freight invoice:0.55, invoice factoring:0.54, offer invoice:0.53, receivable financing:0.48, providing freight:0.44, financing choose:0.42, mn 55449:0.4, financial group:0.39, customer service:0.39, cash flow:0.35, industries contact:0.34, contact chris:0.32, integrity providing:0.31, direct email:0.3, mo information:0.3","Concept Financial Group provides cash flow solutions primarily for the transportation industry and other cash-intensive industries. Their main services include invoice factoring, accounts receivable financing, and cash advance loans to help businesses manage their operations efficiently. The company focuses on delivering exceptional customer service and aims to meet clients' financial needs with integrity and promptness.","https://www.linkedin.com/company/concept-financial-group, https://www.facebook.com/conceptfinancialgroup",77,11-50,89,2017-02-11,8970 W 35W Service Drive Ne,Minneapolis,MN,55449,US,"+17637801527, +18667801527, +17632310046","chris@conceptfinancial.com, info@conceptfinancial.com",,2026-03-17
low similarity (89) in 1-10 band,gillmanbagley.com,GillmanBagley,FINANCIAL_SERVICES:1.0,"lending industry:0.58, credit solutions:0.56, financial partners:0.56, partner credit:0.55, business gillmanbagley:0.54, financing solutions:0.53, invoice financing:0.53, credit invoice:0.53, based lending:0.53, financial services:0.52, services partner:0.51, financing looking:0.51, experience financial:0.47, leveraging business:0.42, expenses line:0.4","GillmanBagley is a financial services company that provides flexible working capital solutions for small and medium-sized businesses. Their main offerings include a line of credit, invoice factoring, payroll funding, and a fuel card program, allowing companies to access their cash flow quickly by using all invoices as collateral. They focus on customer service and offer competitive rates, ensuring reliable support for various industries such as wholesale, pharmaceuticals, and government contractors.","https://www.linkedin.com/company/gillmanbagley, https://www.facebook.com/gillmanbagley, https://www.instagram.com/gillmanbagley",107,1-10,89,2020-06-22,,Chattanooga,TN,37343,US,+14236548500,"matthew@gillmanbagley.com, michael@gillmanbagley.com, sales@gillmanbagley.com",,2026-04-13
low similarity (89) in 1-10 band,gatewayfinancialllc.com,Gateway Financial LLC,FINANCIAL_SERVICES:1.0,"financing gateway:0.71, business loans:0.61, businesses financing:0.6, businesses lending:0.6, business loan:0.6, loans businesses:0.59, gateway financial:0.58, loan business:0.58, provides loans:0.54, loan funding:0.54, loan options:0.54, advance loans:0.53, solutions financing:0.53, financial llc:0.5, funding quickly:0.5","Gateway Financial LLC offers a range of business financing options through its network of lending partners. The main functionality includes providing quick and easy loan applications, allowing businesses to fund various financial needs such as working capital, equipment purchases, lines of credit, and invoice factoring. Key features include a streamlined application process, flexible repayment terms, and the ability to receive funding on the same day.","https://www.instagram.com/_gatewayfinancial, https://twitter.com/_gatewayfinance",183,1-10,89,2021-01-01,,Greensboro,NC,27407,US,+18649771456,info@gatewayfinancialllc.com,,2026-03-26
low similarity (89) in 11-50 band,easyaccesslending.com,Easy Access Lending,FINANCIAL_SERVICES:1.0,"lending help:0.54, lending easy:0.52, financing need:0.51, access lending:0.5, qualify business:0.5, minimum credit:0.45, business collateral:0.44, credit invoice:0.42, business minimum:0.41, apply easyaccesslending:0.38, expenses programs:0.38, 000 bank:0.37, business time:0.35, completing easy:0.32, 500 month:0.31","Easy Access Lending provides financing solutions for businesses, allowing them to access merchant cash advances and lines of credit. They approve funding amounts between $2 million and $2 billion, with terms ranging from 3 months to 24 months without requiring a minimum credit score or hard collateral. The application process is straightforward, with approvals typically received within 2-5 business hours, and funds can be available within 48 hours.","https://www.facebook.com/easyaccesslending/?modal=admin_todo_tour, https://www.instagram.com/easyaccesslending/?hl=en",98,11-50,89,2019-06-07,,Coral Springs,FL,33134,US,"+18775353638, +19549536500","info@easyaccesslending.com, apply@easyaccesslending.com",,2026-04-17
low similarity (89) in 1-10 band,operfi.com,Operation Finance Inc.,"FINANCIAL_SERVICES:0.91, BUSINESS_PRODUCTS_AND_SERVICES:0.09","services operfi:0.57, provide trucking:0.53, facilitate trucking:0.52, trucking entrepreneur:0.51, operation finance:0.51, truck operation:0.5, operfi partners:0.49, trucking companies:0.49, office operfi:0.48, operfi mission:0.47, services transportation:0.41, servicing customers:0.39, fuel business:0.38, support billing:0.38, financing end:0.37","OperFi is a financial services company that specializes in providing transportation financing and back-office support for trucking entrepreneurs. Its main functionality includes offering credit consultations, billing, and collections to help businesses grow and improve their working capital. Key features include a brokerage service called BrokerPay, fuel card payment options, and a vendor network that connects truckers with potential lenders for funding opportunities. OperFi aims to simplify the finance process for its clients while allowing them to focus on servicing customers.","https://www.linkedin.com/company/operfi, https://www.facebook.com/operfi, https://www.facebook.com/operfi-606956416437405, https://www.instagram.com/oper.fi, https://twitter.com/oper_fi, https://apps.apple.com/us/app/operfi-iq/id6737416683, https://apps.apple.com/us/app/operfi/id1638310520, https://play.google.com/store/apps/details?id=com.app.operfi, https://play.google.com/store/apps/details?id=com.operfi.fuel",97,1-10,89,2019-05-16,610 Uptown Blvd.,Cedar Hill,TX,75104,US,+18886737349,"info@operfi.com, unsubscribe@operfi.com",,2026-04-12
low similarity (89) in 11-50 band,titan-finance.com,Titan Finance,FINANCIAL_SERVICES:1.0,"finance titan:0.7, titan finance:0.69, business titan:0.6, finance solutions:0.57, finance partner:0.51, finance understand:0.51, financing solutions:0.5, finance help:0.48, needs finance:0.47, finance comes:0.47, rely titan:0.46, finance skip:0.42, cash flow:0.42, unpaid invoices:0.33, factoring services:0.32","Titan Finance offers alternative financing solutions for businesses facing cash flow challenges. Their services include invoice factoring, accounts-revenue financing, and contract financing to help companies quickly access necessary funds. Titan Finance aims to bridge the gap between traditional loans and ongoing cash needs, ensuring that business operations continue while maintaining profitability. They provide personalized support tailored to the unique needs of startups and fast growing companies.",,132,11-50,89,2019-04-10,4800 E. 42Nd Street,Odessa,TX,79762,US,+14326148726,info@titan-finance.com,,2026-04-03
low similarity (89) in 1-10 band,tgifactoring.com,TGI Factoring,FINANCIAL_SERVICES:1.0,"tgi credit:0.61, tgi funding:0.61, funding tgi:0.61, entrepreneurs tgi:0.57, business credit:0.56, financing business:0.52, tgi factoring:0.5, financing credit:0.48, consultation tgi:0.47, credit enhancement:0.45, factor loans:0.45, credit building:0.44, funded flexible:0.39, financial solutions:0.39, instant invoice:0.31","TGI Factoring is a financial services company that provides financing solutions for small and medium-sized enterprises (SMEs) through invoice factoring and factor loans. Their main functionality includes facilitating quick funding by converting unpaid invoices into cash, offering customized loan terms, and providing expert financial guidance to help businesses grow. Key features include a streamlined application process, transparent capital management, and dedicated support from US-based account managers to ensure efficient execution of funding requests.","https://www.linkedin.com/company/tgi-factoring, https://www.instagram.com/tgifactoring",92,1-10,89,2023-01-03,,Brooklyn,NY,,US,+18555325552,hello@tgifactoring.com,,2026-03-29
low similarity (89) in 1-10 band,albertafactors.com,Alberta Factors,FINANCIAL_SERVICES:1.0,"alberta factoring:0.67, factoring alberta:0.62, invoice factoring:0.62, alberta factors:0.62, factors alberta:0.59, factoring business:0.59, factoring companies:0.58, factoring services:0.56, alberta accounts:0.53, business factors:0.52, company albertafactors:0.51, alberta invoice:0.51, factors factoring:0.51, load factoring:0.5, financing equipment:0.39","Alberta Factors is a company that provides invoice factoring and accounts receivable financing services to businesses in Alberta. Their main functionality is to help companies increase their cash flow by offering quick access to their account management systems, allowing them to receive funds up front without interest or closing costs. Key features include 24/7 account access, flexible pricing options, and the ability to manage customer credit reports efficiently.",,170,1-10,89,2018-01-08,,Alberta,AL,36720,US,+18882346663,,,2026-04-14
low similarity (89) in 11-50 band,velocityfi.com,Velocity Financial,FINANCIAL_SERVICES:0.99,"invoice factoring:0.65, factoring fees:0.62, factor invoice:0.61, invoices factor:0.56, financial factoring:0.54, cash factoring:0.52, factoring services:0.52, factoring companies:0.51, advantages factoring:0.51, manufacturing factoring:0.5, oilfield factoring:0.5, invoicing payments:0.47, velocity factoring:0.42, velocity financial:0.42, fee service:0.41","Velocity Financial is an invoice factoring company based in Midland, Texas that helps businesses convert unpaid invoices into cash quickly. They offer a streamlined process for both new and established companies to secure funding by factoring their outstanding invoicing across various industries such as energy, staffing, and manufacturing. Key features include same-day funding options, competitive rates starting at $25,000, and dedicated account management with 24/7 online access to clients' accounts. The company emphasizes transparent fees and transparency, ensuring clients are informed about costs and service quality without hidden fees.","https://www.linkedin.com/company/velocity-financial-accounts-receivable-factoring, https://www.facebook.com/2365141603805935, https://www.facebook.com/velocityfi",141,11-50,89,2019-02-28,400 West Illinois Ave.,Midland,TX,79701,US,+14322471888,,,2026-03-20
low similarity (89) in 11-50 band,bintley.com,Bintley Finance,FINANCIAL_SERVICES:1.0,"financing focus:0.61, finance ready:0.61, capital loans:0.58, finance help:0.57, finance bintley:0.54, business funding:0.53, financing purchasing:0.52, finance gives:0.5, finance exist:0.5, timely funding:0.49, capital need:0.48, equipment financing:0.47, business bank:0.47, manage cash:0.47, fast capital:0.45","Bintley Finance is a financial services company that helps businesses access various funding solutions, including working capital loans, lines of credit, equipment financing, and bridge funding. The process involves a simple online application, where business owners can explore options, receive tailored quotes, and receive funds within 24–48 hours. Key features include transparent pricing, quick approvals, and support across multiple industries such as construction, healthcare, and manufacturing, ensuring businesses have the necessary capital to manage their operations effectively.",,161,11-50,89,2016-11-18,,Denver,CO,80204,US,+17372738970,,,2026-04-02
low similarity (89) in 1-10 band,myvault.work,myVault LLC,"ACCOUNTING:0.68, FINANCIAL_SERVICES:0.26","myvault llc:0.59, myvault offers:0.53, myvault consolidates:0.53, myvault work:0.5, multifaceted myvault:0.48, smbs tax:0.45, filing services:0.38, tax financial:0.36, insights healthcare:0.36, travelers 1099:0.35, healthcare travelers:0.35, llc optimize:0.34, adherence tax:0.32, seasoned accounting:0.32, services pricing:0.28","myVault LLC is a financial, tax, and advisory platform designed to simplify financial management for individuals and businesses. It offers services such as tax filing, compliance support, business planning, financial analysis, and travel coordination. The platform integrates various functionalities into one interface, allowing users to manage their finances efficiently while ensuring compliance with regulations. Key features include automated tax returns, risk management strategies, and tailored solutions for sectors like healthcare, independent contractors, and truckers.","https://www.linkedin.com/company/myvault-llc, https://www.linkedin.com/company/myvault-work, https://www.facebook.com/people/myvaultwork/61578306102040, https://www.instagram.com/myvault.work2025, https://www.youtube.com/@myVault-n9q",82,1-10,89,2024-05-06,2325 East Camelback Road,Phoenix,AZ,85016,US,"+14807972174, +18884359664",hello@myvault.work,,2026-03-27
low similarity (89) in 11-50 band,capstonetrade.com,Capstone,FINANCIAL_SERVICES:1.0,"funding businesses:0.51, capstone corporate:0.49, finding funding:0.48, financing solutions:0.47, funding solutions:0.47, financing needs:0.46, financing industry:0.46, funding clients:0.45, provides financial:0.41, business challenging:0.4, funds difficult:0.4, help business:0.39, demand contractor:0.35, broker resources:0.34, royalties invoice:0.34","The University of Arizona offers baseball camps and clinics led by coach Chip Hale, focusing on developing players from various skill levels. The camps include youth Elite Pitching Clinic for students in grades 1-8, as well as Youth Camps that cover fundamentals, hitting, fielding, and strategy. Each camp provides access to facilities like Hi Corbett Field, a Terry Francona Hitting Center, and training rooms, while also offering technology solutions to enhance player development. Registration is open to all participants regardless of their skill level.","https://www.linkedin.com/company/capstone-capital-group-llc, https://www.facebook.com/capstonebusinessfunding, https://www.instagram.com/capstone_business, https://twitter.com/capstonetrade, https://www.youtube.com/channel/UCHuPTKaouMcdtYnCWKcCfJQ",271,11-50,89,2014-09-28,9160 Forum Corporate Parkway,Fort Myers,FL,33905,US,+12127553636,,,2026-03-28
low similarity (89) in 1-10 band,rbpfactoring.com,Resource Business Partners Inc.,FINANCIAL_SERVICES:1.0,"invoice factoring:0.68, factoring invoices:0.67, factoring invoice:0.66, invoices factored:0.63, advance invoice:0.57, cash invoices:0.57, payment invoices:0.55, partners invoice:0.54, invoices resource:0.52, paid factoring:0.52, assistance invoice:0.51, costs factoring:0.5, billing assistance:0.44, start costs:0.43, fund progress:0.39","Resource Business Partners (RBP) offers invoice factoring services to help businesses secure immediate cash against their invoices. Clients send their completed work, and the company advances them for 80% of the value of the invoice value, helping to finance growth and expansion. RBP works with various industries, providing tailored solutions to meet specific financial needs such as payroll and expense obligations. Additional services include preliminary notice filing, billing assistance, and vendor releases.",,118,1-10,89,2017-02-27,20252 Viewcrest Court,San Jose,CA,95120,US,"+14089971504, +14089976703",jeff@rbpfactoring.com,,2026-03-29
low similarity (89) in 1-10 band,rhodesfinancial.com,Rhodes Financial,FINANCIAL_SERVICES:1.0,"invoices rhodes:0.62, rhodes financial:0.58, rates rhodes:0.55, invoices helps:0.53, invoice factoring:0.5, financial invoice:0.5, customers invoice:0.47, agencies home:0.47, partnering rhodes:0.45, rhodesfinancial com:0.45, reliable payments:0.44, payments optimize:0.43, payment customer:0.42, fee customers:0.4, billed projects:0.4","Richmond Construction & Infrastructure (RCI) is a construction and infrastructure company based in Arizona that specializes in various sectors including aviation, municipal, federal, and retail projects. The company offers services such as general construction, construction management, design, build, and project management to ensure safe and on-schedule results for its clients. RCI emphasizes collaboration with clients through collaborative planning, coordination of designs, and integrity in all construction processes.","https://www.linkedin.com/company/rhodes-financial, https://www.facebook.com/rhodesfinancial, https://www.instagram.com/rhodesfinancial",92,1-10,89,2021-08-28,120 West 45Th Street,New York,NY,10036,US,+17186895678,info@rhodesfinancial.com,,2026-03-28
low similarity (89) in 1-10 band,prnfunding.com,PRN Funding LLC,FINANCIAL_SERVICES:1.0,"healthcare factoring:0.62, invoice factoring:0.55, factoring services:0.52, factoring company:0.49, billing medical:0.46, factoring benefits:0.46, factoring accounts:0.45, factoring broker:0.44, receivable factoring:0.44, care broker:0.42, funding healthcare:0.41, healthcare industry:0.41, agencies nurse:0.41, fund payroll:0.37, financing prn:0.34","PRN Funding offers accounts receivable factoring services specifically for healthcare businesses, particularly those that supply products or services to healthcare facilities. The main functionality of the service is to provide immediate cash advances from customers within 24 hours after submitting invoices. Key features include flexible financing options, quick approval times, and a streamlined process that can be completed in as little as two weeks. PRN Funding caters to various healthcare industries, including medical staffing agencies, nurse staffing, home health care, and medical billing.","https://www.linkedin.com/company/prn-funding, https://www.facebook.com/prnfundingllc, https://twitter.com/prnfunding, https://x.com/prnfunding, https://www.youtube.com/user/PRNFunding",184,1-10,89,2016-04-21,25101 Chagrin Blvd,Beachwood,OH,44122,US,"+12162790708, +12165041000, +12165041002, +12168593872, +12169301983, +18667765407, +12162796742",info@prnfunding.com,,2026-04-03
domain-excluded (efsllc.com),efsllc.com,WEX Inc.,FINANCIAL_SERVICES:0.89,"fleet efs:0.71, efs fleet:0.68, fleets efs:0.68, fleet solutions:0.64, fleet mastercard:0.6, fleet fueling:0.58, fleet cards:0.58, efficiently fleet:0.58, fleet help:0.57, fleet payment:0.57, single fleet:0.55, efs merchant:0.52, mastercard efs:0.52, efs fuel:0.51, solutions efs:0.51","WEX Inc. offers fleet payment solutions through its Fleet One EDGE Card and various other products designed for mid to large enterprise fleets. The main functionality includes managing driver payments, providing competitive discounts on fuel, tires, maintenance, and wireless plans, and simplifying cash flow management for truckers. Key features include a mobile app for tracking driver transactions, automated factoring processes, and customizable solutions that enhance efficiency and financial security for owner-operators and carriers.","https://www.linkedin.com/company/efswex, https://www.facebook.com/298621843893733",450,51-200,89,2015-05-28,1 Hancock Street,Portland,ME,04101,US,"+18332255939, +19206868200",privacy@wexinc.com,,2026-03-24
low similarity (89) in 1-10 band,honorenterprise.fund,Honor Enterprise Funding,FINANCIAL_SERVICES:1.0,"enterprise funding:0.62, funding business:0.61, business financing:0.61, business loans:0.6, finance business:0.58, business finance:0.56, finance consulting:0.55, specialty financing:0.54, funding offers:0.53, expand venture:0.52, finance equipment:0.48, honorenterprise fund:0.46, securing business:0.43, cash advance:0.42, points fees:0.37","Honor Enterprise Funding is a financial services company that helps businesses secure various types of loans and financing solutions. They offer personalized consulting services to navigate the complexities of securing business loans, including commercial real estate, equipment leasing, asset-based financing, merchant small loans, and flexible factoring options. Their team provides tailored funding programs, expert guidance for different loan amounts, and assistance with capital requirements to ensure a smooth process for companies at different stages of their development.",https://www.linkedin.com/company/honor-enterprise-funding,93,1-10,89,2018-05-19,7548 E Felicity Pl,Tucson,AZ,85750,US,+18007498545,"info@honorenterprise.fund, kgill@honorenterprise.fund",,2026-04-08
low similarity (89) in 1-10 band,nesystemsllc.com,NE Systems LLC,FINANCIAL_SERVICES:1.0,"cash flow:0.53, debt ne:0.52, credit environment:0.5, financing simply:0.49, debt businesses:0.48, improve cash:0.47, conventional bank:0.45, active credit:0.45, cash constraints:0.44, funding invoice:0.43, unlike financial:0.41, network finance:0.41, ne systems:0.4, factoring services:0.4, terms customers:0.35","NE Systems LLC provides financial services aimed at improving cash flow for small to medium-sized businesses. Their main offerings include accounts receivable financing, invoice factoring, and purchase order funding, which can be delivered quickly, often within 24 hours. They focus on understanding each client's credit history and offer professional collection services to help improve cash flow while allowing business owners to invest more effectively without incurring additional debt.","https://www.linkedin.com/company/n-e--systems-llc, https://www.facebook.com/nesystemsllc",118,1-10,89,2016-12-09,8985 S.W. 207Th Street,Cutler Bay,FL,33189,US,"+18666821263, +19546266868",ir@nesystemsllc.com,,2026-04-16
low similarity (89) in 1-10 band,loansandfactoring.com,Loans And Factoring LLC,FINANCIAL_SERVICES:1.0,"loans factoring:0.68, factoring loans:0.66, construction loans:0.66, loans construction:0.66, industrial loans:0.63, loans industrial:0.62, business loans:0.61, loansandfactoring com:0.6, loans loans:0.59, loans business:0.59, insights loansandfactoring:0.57, startups loans:0.57, project lender:0.56, based loans:0.55, projects factoring:0.48","LoansAndFactoring.com is a service that helps businesses find the right loan solutions tailored to their needs. It offers various types of loans, including construction loans, industrial loans, small business loans, and merchant loans, as well as factoring services for immediate cash flow and equipment purchases. The platform connects borrowers with experienced loan brokers who understand their eligibility and financial requirements, facilitating quick approvals and efficient application processes.",,86,1-10,89,2020-07-10,,Trion,GA,30753,US,"+13212859129, +13214739555",winston@loansandfactoring.com,,2026-04-11
low similarity (89) in 1-10 band,doradofinance.com,Dorado Finance Ltd.,FINANCIAL_SERVICES:1.0,"invoice factoring:0.63, invoices factoring:0.62, factoring invoices:0.59, factor invoices:0.57, loans factoring:0.51, industry invoice:0.49, invoices helps:0.48, dorado finance:0.48, factoring company:0.47, flexible invoice:0.47, invoicing immediate:0.46, factoring fee:0.45, service factoring:0.43, debt businesses:0.38, paso tx:0.32","Dorado Finance is a company that specializes in invoice factoring for businesses, particularly B2B companies. They provide immediate access to unpaid cash by accepting outstanding invoices from customers, verifying them, and advancing a portion of the value through a simple four-step process. The service allows businesses to invest in growth without incurring debt, and it can be tailored to meet specific business needs.","https://www.linkedin.com/company/dorado-finance, https://www.facebook.com/dorado-finance-ltd-234197450797739, https://www.instagram.com/doradofinance/?hl=en, https://www.youtube.com/channel/UC1---hxNdH0OB27S0VT6HcQ?view_as=subscriber",103,1-10,89,2017-02-09,1790 Lee Trevino Dr,El Paso,TX,79936,US,"+19155910110, +19156153073",trace@doradofinance.com,,2026-03-31
low similarity (89) in 1-10 band,singhlending.com,Singh Lending Solutions,FINANCIAL_SERVICES:1.0,"truck loans:0.65, truck financing:0.64, truck loan:0.62, singh lending:0.59, loans equipment:0.57, business loan:0.57, financing business:0.56, loans financing:0.56, equipment financing:0.56, financing advise:0.56, financing asset:0.55, lending solutions:0.54, loan trailer:0.54, financing home:0.54, trucking buisness:0.51","Singh Lending Solutions offers a range of loan services focused on commercial equipment, small business loans, asset-based lending, and commercial real estate. Their main functionality is to provide quick and easy financing solutions for various needs such as truck and trailer purchases, property sales, and consumer goods. Key features include competitive interest rates, transparent approval processes, and personalized support throughout the application process.",https://www.facebook.com/singhlending,226,1-10,89,2019-01-01,,San Clemente,CA,92672,US,"+12099928155, +18883442710",lnfo@singhlending.com,,2026-04-09
low similarity (89) in 1-10 band,kc-financial.com,KC Financial,FINANCIAL_SERVICES:1.0,"truck financing:0.64, financing equipment:0.61, equipment financing:0.6, financial truck:0.57, truck equipment:0.54, buy truck:0.54, finance equipment:0.52, trucking industry:0.51, financing geared:0.49, trailer financing:0.49, equipment bank:0.49, truck trailer:0.47, financing kc:0.47, business loans:0.42, efa options:0.36","KC Financial provides financing solutions specifically for trucks, trailers, and general equipment. Their main services include loans, leasing, and EFA options for various types of vehicles such as semi-truck, trailer, construction machinery, and industrial equipment. With over 10 years of experience in commercial finance, they focus on personalized customer service, competitive interest rates, and a soft credit check to protect clients' credit scores. They also offer specialized financing for healthcare equipment and software.",https://www.linkedin.com/company/kcfinancial,82,1-10,89,2022-03-10,9393 Corporate Woods,Overland Park,KS,66210,US,"+18165190556, +19048783036, +19133031431","deals@kc-financial.com, zak@kc-financial.com, anthony@kc-financial.com, vince@kc-financial.com, kyle@kc-financial.com, steve@kc-financial.com, andrew@kc-financial.com, credit@kc-financial.com, derek@kc-financial.com, lia@kc-financial.com",,2026-04-16
